seq,Credit_Default,BE_SCORE_ON_OD,BNI_SCORE_ON_OD,BUSAGE,BUSSTRUC,MAXLINEUTIL,AVGLINEUTIL12,MAXLINEBALRT,MAXTIMESLBAL12,DAYSDELQ,TOTDAYSDELQ12,TOTACBAL,MAXDELQ,TOTDELQ12,DEPOSITRT,AVGDEPRT12,ALL_OPEN_TRADE_UT,BR_OPEN_TRADE_UT,BR_TRADE_PAST_DUE
8,0,655,414,58,2,0.8231,0.833541,0.9845,0,0,0,16463.49,0,0,0.5781,0.4106,62,68,0
3,0,840,972,34,2,0.162,0.213316,0.2182,0,0,0,16205.36,0,0,0.7779,0.5434,3,3,0
6,0,658,585,188,1,1.0092,0.5804,1.02,2,0,0,100922.14,0,0,2.3389,3.9281,36,42,0
4,0,764,948,230,1,,,,,0,0,,,,,,28,28,0
8,0,719,933,254,1,,,,,0,0,,,,,,42,39,0
5,0,781,961,266,1,,,,,0,0,,,,,,62,65,0
10,0,717,941,63,1,0,0.11865,0.744,0,0,0,1448.17,0,0,52.0798,13.6164,80,0,0
9,0,643,946,75,1,0,0.114733,0.9709,0,0,0,649.22,0,0,81.7979,30.5764,79,70,0
2,0,800,965,119,1,0.3053,0.398741,0.5262,1,0,0,9159.58,0,0,4.0174,2.0623,21,22,0
6,0,736,944,43,2,0,0.48369,0,0,0,0,25951.54,1,3,0,0.2465,1,1,0
2,0,768,926,110,2,0.5117,0.371033,0.5117,0,0,0,25588.31,0,0,0.2227,0.8358,51,76,1
10,0,793,977,286,2,0,0,0,0,0,0,,,,,,4,4,0
4,0,544,611,113,2,0.7739,0.708911,0.9167,1,0,0,11609.13,0,0,1.7277,2.0013,101,101,0
3,0,643,57,67,1,0.731,0.638241,0.731,0,0,0,18276.97,0,0,0.1403,1.4572,34,34,0
10,0,666,941,235,1,0.874,0.7224,0.9906,0,0,0,65552.63,0,0,0.3477,0.2483,4,4,0
5,0,803,967,102,2,,,,,0,0,,,,,,,,
5,0,744,964,12,2,0,0.1564,0,0,0,0,6256.96,0,0,8.8017,8.8017,9,9,0
6,0,682,962,24,2,0,0.1939,0,0,0,0,7756.79,0,0,18.1504,18.1504,17,17,0
3,0,792,968,190,4,0.3989,0.259571,0.3989,0,0,0,39893.72,0,0,1.3186,3.5781,,,0
4,0,810,969,202,4,0.1058,0.136388,0.1707,0,0,0,10585.47,0,0,4.7411,5.955,0,0,0
9,0,701,945,197,4,0,0,0,0,0,0,,,,,,52,53,0
10,0,747,962,209,4,0.2981,0.2981,0.2981,0,0,0,22359.45,0,0,0.876,0.876,25,25,0
6,0,773,960,221,4,0,0,0,0,0,0,,,,,,45,45,0
8,0,782,965,46,1,,,,,0,0,,,,,,83,33,0
3,0,710,562,26,1,0.0531,0.217436,0.063,0,0,0,3989.42,0,0,1.6758,3.3192,77,46,0
9,0,794,967,280,2,,,,,0,0,,,,,,27,27,0
4,0,780,953,24,1,0,0,0,0,0,0,,,,,,61,20,0
4,0,694,818,106,1,0.9876,0.805118,0.9957,0,0,0,29628.37,0,0,0.1847,0.5129,46,11,0
3,0,764,956,12,4,0,0,0,1,0,0,,,,,,89,89,0
2,0,719,964,204,1,0.7256,0.676018,0.9919,2,0,0,30041.96,0,0,3.9441,4.7575,3,4,0
4,0,756,964,158,1,0,0,0,0,0,0,,,,,,56,,
6,0,761,957,170,1,0,0,0,0,0,0,,,,,,94,94,0
9,0,750,945,38,2,0.5013,0.577244,0.6813,0,0,0,9526.38,0,0,1.1917,0.5791,36,4,0
4,0,785,961,50,2,0.5586,0.751525,0.5955,0,0,0,10613.52,0,0,0.8088,0.6804,38,44,0
10,0,783,962,62,2,0.8614,0.775581,0.9757,0,0,0,16366.68,0,0,0.2046,0.6209,36,18,0
8,0,791,945,59,2,0.7883,0.61736,0.9101,0,0,0,17505.13,0,0,1.1095,0.7054,79,99,0
10,0,711,921,307,2,0.1969,0.095163,0.2031,0,0,0,9845.38,0,1,0.0406,0.1269,59,53,0
9,0,675,897,226,4,0.975,0.893058,0.975,0,0,0,29251.61,0,0,0.0097,0.194,56,34,0
3,0,738,926,29,4,0,0,0,0,0,0,,,,,,63,41,0
5,0,756,968,607,4,0,0.186277,0.2319,0,0,0,20575.95,2,4,0,0.2284,1,1,0
3,0,801,965,25,4,0.5663,0.5305,0.6086,0,0,0,7201.67,0,0,0.3475,0.3908,6,6,0
4,0,815,970,37,4,0.087,0.239091,0.4075,0,0,0,5448.5,0,0,0.4306,0.9316,92,87,0
4,0,770,971,83,1,0,0.51208,0,0,0,0,107.7,0,0,39.9541,4.915,6,6,0
3,0,779,970,95,1,0,0,0,0,0,0,,,,,,20,20,0
10,0,792,969,191,2,0.5588,0.290257,0.9293,0,0,0,11177.28,0,0,0.9304,1.4383,25,25,0
3,0,819,972,203,2,0.01,0.514533,0.3728,0,0,0,200.9,0,0,47.1548,1.1436,3,3,0
4,0,737,943,164,1,1.0054,0.567627,1.0054,2,0,0,10054.86,0,0,0.8919,1.8295,54,24,0
5,0,755,929,176,1,0.6861,0.763908,0.9457,0,0,0,6861.29,0,0,1.7589,1.4905,64,83,0
5,0,775,963,259,1,0.563,0.24054,0.563,0,0,0,42225.8,0,0,0.3234,0.3808,21,21,0
10,0,801,974,271,1,0.6463,0.239516,0.6463,0,0,0,48473.16,0,1,0.1817,0.87,66,99,0
9,0,677,942,54,2,0.7222,0.36707,0.7222,0,0,0,14444.37,0,0,0.0455,1.1447,56,69,0
10,0,775,970,105,2,0.686,0.757908,0.686,0,0,0,34302.18,0,0,0.0776,0.1082,37,7,0
2,0,708,475,47,1,0.9534,0.929916,0.9534,0,0,0,28604.63,0,4,0.0719,0.036,19,7,0
4,0,816,970,236,2,,,,,0,0,,,,,,8,8,0
6,0,746,954,260,1,0.2634,0.170318,0.2653,0,0,0,26345.91,0,0,0.0488,0.6339,81,33,0
10,0,699,939,363,1,0.768,0.662091,0.9978,0,0,0,38402.05,0,0,1.4318,1.2694,50,50,0
10,0,674,755,187,1,,,,,0,0,,,,,,,,
5,0,718,902,40,2,0.9233,0.70545,0.9233,0,0,0,32316,0,0,0.0959,0.3896,37,46,0
7,0,732,938,52,2,0.2712,0.701316,0.5469,0,0,0,9494.71,0,0,2.0001,0.5551,24,48,0
8,0,656,930,169,2,0,0,0,0,0,0,,,,,,59,,1
7,0,787,968,37,1,,,,,,0,,,,,,6,,
5,0,827,959,49,1,0,0,0,0,0,0,,,,,,2,8,0
3,0,821,969,61,1,0,0,0.2643,0,0,0,,,,,,8,8,0
4,0,671,935,311,1,0,0.75748,0,8,0,0,49501.38,0,0,6.7407,2.615,79,84,0
5,0,674,862,323,1,0,0.903,0.2021,8,0,0,57401.46,0,0,2.7076,1.6783,73,90,0
6,0,614,911,335,1,0,0.878722,0,8,0,0,49336.43,0,0,2.1857,1.8141,62,90,0
10,0,690,957,347,1,0,0.85198,0,5,0,0,50243.23,0,0,3.9411,1.7718,69,72,0
5,0,752,969,185,1,0.8146,0.6297,0.8689,2,0,0,40734.05,0,0,0.614,1.5548,15,18,0
2,0,790,972,197,1,0.2697,0.478181,0.3637,2,0,0,13485.3,0,0,1.7629,1.3525,39,5,0
8,0,714,954,49,1,0,2.81675,1.7337,9,0,0,34371.23,0,0,4.6365,3.9426,10,9,0
10,0,751,934,43,1,0,0.2142,0,0,0,0,21427.02,0,0,0.88,0.88,49,23,0
2,0,755,931,176,1,0,0.20374,0.9286,1,0,0,5822.69,0,0,2.5734,5.2531,76,82,0
10,0,774,967,159,1,0,0.4612,0,0,0,0,3690.22,0,0,13.8391,13.8391,50,33,0
6,0,763,976,171,1,0,0,0,0,0,0,,,,,,60,22,0
7,0,790,0,141,1,0.5002,0.431375,0.5693,0,0,0,25012.24,0,0,1.7573,1.7573,3,3,0
5,0,724,973,153,1,0,0.5525,0,0,0,0,19131.94,0,0,3.3188,1.864,16,16,0
8,0,785,967,165,1,0.3261,0.170766,0.4139,0,0,0,32619.97,0,0,1.3026,2.5264,43,56,0
9,0,736,959,24,2,0.8785,0.8794,0.9815,0,0,0,43926.47,0,0,0.1924,0.1924,47,52,0
9,0,798,972,36,2,0.9536,0.881483,0.9682,2,0,0,47680.99,0,0,0.1437,0.2305,18,,0
9,0,791,971,48,2,0.9754,0.901616,1.0002,5,0,0,48773.34,0,0,0.2098,0.3297,,,0
9,0,624,409,188,1,0.3515,0.192366,0.4325,0,0,0,17577.72,0,0,1.3829,2.405,33,23,1
10,0,654,367,200,1,0.9678,0.947883,0.985,1,0,0,48392.84,0,2,0.0285,0.1682,44,36,0
5,0,614,463,212,1,1.0011,0.994775,1.0011,4,0,0,50057.93,1,3,0,0.0094,38,29,0
10,0,596,738,224,1,0.9993,0.996825,1.0051,4,0,0,49968.28,1,10,0.014,0.0075,26,19,0
2,0,638,925,136,4,0.649,0.55928,1.0558,2,0,0,16226.49,0,0,2.0549,3.1263,81,81,0
7,0,0,958,148,4,0.7821,0.693666,0.81,0,0,0,19554.48,0,0,1.058,2.0788,,,
3,0,727,943,183,1,0.6473,0.690527,0.9374,0,0,0,16184.3,0,0,2.011,1.9926,3,3,0
9,0,733,963,69,2,0.2524,0.481458,0.2524,3,0,0,17214.95,0,1,0.3448,0.6029,97,,
5,0,592,780,189,1,0.6613,0.7274,0.7393,0,0,0,1653.32,0,0,0.4838,0.367,54,86,0
7,0,678,922,73,3,0.065,0.039,0.0706,0,0,0,5857.91,0,0,0.2656,0.6829,27,25,0
6,0,759,968,19,1,,,,,0,0,,,,,,22,22,0
2,0,789,968,31,1,,,,,0,0,,,,,,31,22,0
9,0,778,961,148,1,,,,,0,0,,,,,,4,4,0
2,0,786,955,160,1,,,,,0,0,,,,,,30,30,0
9,0,716,905,34,1,0.4868,0.218481,0.6016,0,0,2,9737.38,0,0,0.5265,1.3307,62,40,0
6,0,664,946,46,1,0.049,0.049,0.049,0,0,0,981.81,0,0,6.9312,6.9312,,,
9,0,726,952,75,2,0.9723,0.764075,0.9723,0,0,0,35003.02,1,6,0,0.2709,59,59,0
2,0,693,935,31,1,0,0.464914,0.4306,0,0,0,16367.9,0,0,12.3098,9.0245,6,6,0
2,0,700,256,33,1,0.187,0.721242,0.2328,3,0,0,5611.8,0,0,9.128,10.1095,78,24,0
2,0,708,935,14,2,,,,,0,0,,,,,,20,7,0
7,0,725,928,26,2,,,,,0,0,,,,,,60,67,0
7,0,719,922,38,2,,,,,0,0,,,,,,51,56,0
5,0,718,956,50,2,0,0,0,0,1,0,,,,,,47,47,0
2,0,785,969,13,1,,,,,0,0,,,,,,70,70,0
6,0,805,967,220,2,0.0801,0.161585,0.0801,0,0,0,7209.4,0,0,1.1795,3.8015,13,13,0
5,0,808,970,232,2,0.652,0.453808,0.6726,0,0,0,58688.27,0,0,0.149,0.2198,88,65,0
3,0,706,671,93,1,0,0,0,3,0,0,,,,,,89,91,0
10,0,717,909,105,1,0,0,0,0,0,0,,,,,,34,38,0
4,0,747,967,205,1,0,0.766183,0,1,0,0,7233.23,0,0,2.4113,0.8275,18,20,0
10,0,707,927,217,1,0.9641,0.444133,0.845,0,0,0,14462.43,0,0,0.0889,0.6721,54,57,0
7,0,683,864,229,1,0.7296,0.763866,1.0037,4,0,0,10944.03,0,0,2.2661,0.7962,81,83,0
10,0,703,905,241,1,0.9496,0.910683,0.9961,7,0,0,28490.97,0,0,0.0856,0.2266,67,79,0
10,0,741,963,11,1,0,0,0,0,0,0,,,,,,9,9,0
2,0,779,976,23,1,0,0,0,0,0,0,,,,,,15,15,0
9,0,794,976,35,1,0,0,0,0,0,0,,,,,,10,11,0
9,0,790,972,501,1,0,0.22145,0,0,0,0,19980.65,0,0,3.2249,3.4115,7,5,0
8,0,829,971,513,1,0,0.2722,0,0,0,0,36601.82,0,0,2.0427,3.4351,9,8,0
9,0,798,960,50,2,,,,,0,0,,,,,,36,23,0
8,0,710,949,60,2,0.8761,0.889741,0.8812,0,0,0,35045.1,0,1,0.0123,0.0534,19,19,0
10,0,793,966,104,1,0,0,0,0,0,0,,,,,,,,
7,0,684,898,37,1,0,0,0,0,0,0,,,,,,49,10,0
9,0,0,957,330,1,0,0,0,0,0,0,,,,,,,,
10,0,0,957,342,1,0,0,0,0,0,0,,,,,,,,
10,0,784,972,156,3,0.0163,0.0163,0.1011,0,0,0,409.77,0,0,26.0266,26.0266,3,3,0
9,0,780,971,168,3,0,0.3383,0.8684,0,0,0,19854.09,0,0,0.1994,0.7306,8,8,0
8,0,765,968,229,2,0.7077,0.705918,0.7142,0,0,0,14155.61,0,0,0.3268,0.3403,21,1,0
10,0,782,970,241,2,0.5946,0.721166,0.6761,0,0,0,11892.77,0,0,0.371,0.3232,53,0,0
7,0,734,890,112,1,0.377,0.6264,0.377,1,0,0,18851.64,0,0,0.378,0.3226,93,96,0
8,0,722,942,118,1,0.9079,0.715233,0.9824,1,0,0,31777.08,0,0,0.283,0.4103,31,31,0
2,0,606,758,124,3,,,,,0,0,,,,,,59,63,1
8,0,617,961,136,3,,,,,0,0,,,,,,11,0,0
4,0,664,970,148,3,,,,,0,0,,,,,,,,0
2,0,801,971,54,3,0,0,0,0,0,0,,,,,,27,8,0
4,0,805,970,66,3,0,0,0,0,0,0,,,,,,17,,0
5,0,736,942,78,3,0,0,0,0,0,0,,,,,,96,,
4,0,599,888,37,1,0.9535,0.6364,0.9696,1,0,0,47677.18,0,0,0.3435,0.5256,54,55,0
5,0,739,977,38,4,0.7099,0.305,0.7099,0,0,0,70993.71,0,0,0.1194,0.9604,42,30,0
8,0,781,968,263,1,0.9105,0.852825,1.015,4,0,0,91051.76,0,0,0.4549,0.5965,12,5,0
7,0,783,968,275,1,0.8666,0.652212,0.8697,3,0,0,86662.57,0,0,0.5207,0.79,11,12,0
9,0,583,966,509,2,0,0.270316,0.0188,0,0,0,2516.42,1,4,0,0.5105,60,60,0
7,0,714,942,188,2,0.9203,0.602491,0.9532,2,0,0,46015.62,0,3,0.1164,0.1201,8,,
3,0,659,877,12,1,0.4476,0.284444,0.5662,0,0,0,24623.38,0,0,2.5536,2.6266,95,95,0
2,0,634,948,147,1,0.2665,0.395525,0.3068,0,0,0,10663.83,0,0,2.3063,6.1332,59,61,0
6,0,806,968,62,1,0,0,0,0,0,0,,,,,,17,0,0
8,0,802,970,43,3,0.5312,0.677425,0.5763,0,0,0,10625.4,0,2,0.0941,0.0725,5,5,0
10,0,725,893,28,1,0.1557,0.32645,0.1557,0,0,0,15573.18,0,0,0.7094,2.3961,64,75,0
2,0,723,952,203,4,,,,,,0,,,,,,,,
3,0,714,883,24,1,0,0,0,0,0,0,,,,,,63,73,0
4,0,740,938,36,1,0,0.46145,0,0,0,0,576.33,0,0,17.3511,3.1147,84,79,1
8,0,779,968,18,1,0,0.3274,0,0,0,0,5307.46,0,1,6.082,1.885,8,8,0
2,0,819,969,18,1,,,,,0,0,,,,,,3,3,0
10,0,827,971,30,1,0,0.395,0,0,0,0,2369.58,0,0,57.2854,57.2854,0,0,0
7,0,730,970,42,1,0.0459,0.074866,0.0807,0,2,0,2387.39,0,0,96.0616,49.1403,79,79,0
2,0,735,958,54,1,0.7443,0.36216,0.9469,0,0,0,74436.41,0,0,2.283,4.3827,78,79,0
6,0,714,961,43,1,,0.6759,,3,,0,12307.46,0,0,2.7025,1.5478,32,42,0
9,0,813,970,55,1,0.6935,0.452154,0.7169,1,0,0,16646.19,0,0,1.0371,1.9115,3,1,0
10,0,716,944,12,4,,,,,0,0,,,,,,71,71,0
4,0,769,955,24,4,,,,,0,0,,,,,,57,66,0
10,0,763,952,36,4,,,,,0,0,,,,,,47,29,0
7,0,584,108,66,3,0.2762,0.376942,0.4719,0,0,0,4143.96,0,0,2.1621,2.4021,58,88,0
9,0,639,203,78,3,0.5008,0.371633,0.6535,0,0,0,7512.96,0,0,5.5617,3.0847,58,1,0
3,0,604,68,102,2,0.9381,0.56445,0.973,0,0,0,14071.53,0,0,3.8823,4.7826,65,84,0
9,0,813,967,312,1,0,0.312988,0,0,0,0,19779.28,0,0,1.6555,1.9937,11,11,0
4,0,718,956,83,2,0,0,0,0,0,0,,,,,,11,3,0
8,0,764,970,95,2,0.3009,0.169862,0.5016,0,0,0,4514.82,0,0,3.0199,6.2856,0,1,0
10,0,767,966,107,2,0.2806,0.295825,0.4185,0,0,0,14873.28,0,0,1.0859,2.4681,48,52,0
7,0,788,961,57,1,0.9631,0.862358,0.9631,4,0,0,14446.7,0,1,1.7079,0.6156,17,17,0
8,0,785,973,69,1,0.9876,0.819558,0.9876,4,0,0,24690.51,0,0,0.5348,0.569,8,8,0
2,0,758,967,81,1,0.7202,0.866783,1.3251,6,0,0,18005.73,0,1,0.8464,0.4259,6,4,0
3,0,767,964,93,1,0.9694,1.060608,0.9694,10,0,0,33932.14,0,0,0.22,0.3079,58,0,0
3,0,659,927,14,3,0,0.12716,0,0,0,0,,,,,,47,58,0
3,0,678,952,26,3,0,0,0,0,0,0,,,,,,42,6,1
9,0,637,922,38,3,0,0,0,0,0,0,,,,,,48,23,1
2,0,715,960,50,3,0,0,0,0,0,0,,,,,,54,0,0
6,0,781,965,282,1,,,,,0,0,,,,,,22,25,0
9,0,754,957,111,3,0.224,0.224,0.224,0,0,0,5601.97,0,0,2.7959,2.7959,50,57,0
4,0,811,975,147,3,0,0.3164,0,0,0,0,7911.27,0,0,2.8159,2.8159,36,37,0
2,0,702,944,12,1,0,0,0.87,0,0,0,,,,,,69,55,0
2,0,610,924,24,1,0,0.548566,0.952,5,0,1,204.09,0,0,95.9805,10.8952,79,61,0
10,0,625,886,36,1,0.6813,0.450133,0.9695,1,0,0,2384.86,0,0,6.5121,10.7058,81,91,0
5,0,682,932,48,1,,0.49452,,2,0,0,1006.96,1,1,0.0239,12.185,39,39,0
6,0,677,931,24,3,1.0774,0.63441,1.0774,1,0,0,53874.05,0,0,0.1895,0.5657,50,94,0
8,0,665,899,36,3,1.115,0.845866,1.115,11,0,0,55752.37,0,0,0.1802,0.5007,50,5,0
10,0,678,951,66,1,0,0,0,0,0,0,,,,,,12,12,0
8,0,695,832,78,1,0,0,0,0,0,0,,,,,,63,18,0
7,0,,,222,1,0.24,0.333025,0.24,0,0,0,3601.14,0,0,3.3074,1.4011,,,
6,0,770,962,234,1,0,0.235166,0,0,0,0,8102.6,0,0,3.204,6.1541,9,9,0
5,0,769,957,246,1,0.4509,0.194414,0.8905,0,0,0,399.03,0,0,32.5303,6.4116,51,13,0
10,0,601,696,74,2,,0,,0,0,0,,,,,,74,67,0
4,0,689,944,72,1,0.5941,0.562008,0.6155,0,0,0,17823.01,0,6,0.0448,0.0641,64,15,0
6,0,716,923,40,2,0.3908,0.321436,1.0011,1,0,0,18369.38,0,0,6.3049,5.0621,37,0,0
2,0,656,911,12,2,0,,0,0,0,0,8285.61,0,0,1.5471,1.5471,95,100,0
9,0,780,960,73,1,0,0.3494,0.2821,0,0,0,15725.02,0,0,4.9206,4.9206,17,12,0
2,0,748,960,85,1,0,0,0,0,0,0,,,,,,38,11,0
9,0,680,959,97,1,0,0.0387,0,0,0,0,3877.94,0,0,51.1602,51.1602,36,24,0
7,0,640,941,37,1,0,0.17235,0,0,0,0,1281.28,0,0,5.5918,1.6656,35,35,0
2,0,772,968,157,2,,,,,0,0,,,,,,23,4,0
5,0,733,966,23,2,0,0.0038,0.0386,0,0,0,94.91,0,0,18.9512,18.9512,49,49,0
9,0,744,966,35,2,0.0781,0.198644,0.0781,0,0,0,1953.41,0,0,1.5357,0.7303,57,57,0
5,0,750,964,47,2,0.0237,0.048891,0.0332,0,0,0,593.02,0,0,5.4293,3.5164,61,61,0
2,0,731,942,59,2,0.1007,0.091444,0.1873,0,0,0,2518.56,0,0,2.0682,2.0551,10,8,0
6,0,725,961,216,4,0.7412,0.560883,0.7725,0,0,0,37064.77,0,0,0.0486,0.029,100,,
8,0,696,892,14,1,0.4895,0.405116,0.5926,1,0,0,7343.48,0,0,2.038,2.2111,71,61,0
4,0,681,801,26,1,0.3112,0.4409,0.3112,1,0,0,4667.77,0,0,6.0101,2.956,78,78,0
6,0,704,967,38,1,0,0.167,0,0,0,0,3452.76,0,0,9.5833,9.5833,,,
10,0,807,969,598,2,0.3786,0.5257,0.5274,0,0,0,13731.88,0,0,0.7082,0.7586,16,16,0
9,0,792,962,94,1,0.7083,0.360741,0.7465,0,0,0,21251.47,0,1,0.1058,0.6414,60,24,0
4,0,795,967,118,1,0.0902,0.228541,0.1346,0,0,0,2708.36,0,0,0.4984,0.203,82,48,0
3,0,794,973,130,1,0.4725,0.476033,0.515,0,0,0,14176.51,0,0,0.0952,0.0953,24,9,0
5,0,678,915,124,2,0,0.383285,0,0,0,0,1891.57,0,0,1.3378,1.9998,83,83,0
6,0,659,966,136,2,0,0,0.1018,0,0,0,,,,,,12,12,0
7,0,622,940,148,2,0,0.28,0,0,0,0,2892.01,0,0,0,0,21,21,0
6,0,790,966,109,1,0.6772,0.582333,0.7612,0,0,0,67722.22,0,2,0.13,0.0594,0,0,0
2,0,757,949,127,1,0.1711,0.490633,0.1711,0,0,0,22251.21,0,0,8.7188,3.0575,21,18,0
6,0,780,968,147,1,0,0.30965,0.198,0,0,0,1028.79,0,0,42.5711,2.5661,10,10,0
9,0,713,960,159,1,0.2125,0.268175,0.4717,0,0,0,6376.57,0,0,4.5768,4.2208,13,16,1
3,0,769,970,171,1,0,0.2203,0,0,0,0,2584.02,0,0,14.8606,1.6584,0,0,0
9,0,801,971,70,1,0.0592,0.06168,0.0974,2,0,1,2960.03,0,0,3.8292,8.5518,39,22,0
8,0,713,890,13,2,,,,,,0,,,,,,23,37,0
9,0,783,968,290,3,0.6454,0.27601,0.8332,1,0,0,48409.12,0,0,0.8102,2.0604,17,19,0
2,0,801,971,302,3,0,0.30776,0,0,0,0,9938.16,0,0,3.2574,2.138,32,9,0
3,0,702,876,108,1,0.4794,0.455041,0.8655,0,0,0,9588.1,0,0,5.3574,5.288,55,57,0
8,0,655,835,120,1,0,0.290054,0.4704,0,0,0,2487.04,0,0,20.1627,7.9527,75,63,0
6,0,817,969,84,4,0.0167,0.091658,0.1874,0,0,0,1671.48,0,0,12.3486,1.6785,22,6,0
2,0,819,972,466,1,0,0,0,0,0,0,,,,,,1,1,0
3,0,786,967,255,4,0.8665,0.704958,0.9691,0,0,0,96913.16,0,0,0.1587,0.2427,35,29,0
5,0,732,965,59,1,1.1271,0.848083,1.1899,7,0,0,22543.68,0,2,0.1774,0.3225,0,,0
4,0,738,915,71,1,0,0.729683,0,1,0,0,9698.68,0,0,0.3676,0.5088,62,86,0
4,0,755,944,27,1,0,0.68315,0.4701,0,60,1,3633.57,0,0,3.6902,2.0769,63,72,0
5,0,717,937,39,1,0.4512,0.203883,0.4512,0,0,0,3610.2,0,0,0.4301,3.6098,47,55,0
6,0,746,946,51,1,0.5245,0.3021,1.0146,1,0,0,4196.78,0,0,1.6606,2.4826,65,70,0
7,0,724,902,46,1,0.8172,0.476591,0.8535,0,0,0,40864.2,0,0,0.0929,0.5832,4,4,0
9,0,656,957,85,1,0.1376,0.68315,0.6566,2,0,0,25491.28,0,0,8.4898,3.0036,29,29,0
6,0,734,947,40,1,0,0,0,0,0,0,,,,,,93,,0
10,0,734,929,122,1,0.7075,0.43305,0.7709,0,0,0,42451.76,0,0,1.2817,2.1753,47,29,0
6,0,696,912,39,1,,,,,0,0,,,,,,78,48,0
6,0,751,946,51,1,,,,,0,0,,,,,,48,45,0
7,0,787,970,109,3,0,0,0,0,0,0,,,,,,36,11,0
7,0,823,977,83,1,0.032,0.032,0.055,0,0,0,3203.18,0,0,18.0396,18.0396,9,9,0
8,0,656,838,124,4,0.9956,0.891541,1.0012,3,0,0,14934.4,0,2,0.0274,0.0786,11,11,0
10,0,709,950,36,1,,0,,0,0,0,,,,,,0,0,0
2,0,776,968,77,2,0.2894,0.522758,0.2894,0,0,0,28949.36,1,6,0.0189,0.2081,0,0,0
6,0,615,100,74,1,1.0024,0.9174,1.0105,9,0,0,20049.84,0,0,0.0662,0.3146,78,65,0
9,0,769,952,197,2,0.6028,0.537533,0.6031,0,0,0,12056,0,4,0.0082,0.0484,74,76,0
6,0,777,970,42,1,0,0.053866,0,0,0,0,1372.4,0,0,0,0,3,2,0
5,0,791,966,12,3,,,,,,0,,,,,,2,2,0
10,0,766,967,24,3,,,,,0,0,,,,,,19,20,0
8,0,774,967,36,3,,,,,0,0,,,,,,9,4,0
5,0,686,914,213,2,0,0.446588,0.7396,0,0,0,11873.92,0,0,3.9954,3.4952,65,62,0
6,0,718,951,225,2,0.3257,0.454058,0.7027,0,0,0,8143.7,0,0,5.4019,3.9204,63,62,0
3,0,726,976,237,2,0.5694,0.618558,0.7416,0,0,0,42706.99,0,0,0.9294,1.1986,57,57,0
10,0,774,972,51,1,0,0.191,0,0,0,0,5732.04,0,0,0.1738,0.1738,0,0,0
9,0,777,972,25,1,0,0,0,0,0,0,,,,,,64,65,0
2,0,739,958,42,1,0,0,0,0,0,0,,,,,,0,0,0
5,0,794,974,32,1,0,0,0,0,0,0,,,,,,6,7,0
7,0,816,972,44,1,0,0,0,0,0,0,,,,,,6,7,0
8,0,811,968,56,1,0,0.3871,0.1163,0,0,0,3871.2,0,0,0,0,30,3,0
10,0,718,920,81,2,0,0,0,0,0,0,,,,,,15,8,0
6,0,728,696,93,2,0.7554,0.617691,0.7685,0,0,0,30217.34,0,0,0.2757,0.4017,52,30,0
2,0,774,963,61,3,0,0.2848,0.0797,3,0,0,132.18,0,0,235.959,23.0482,5,6,0
10,0,652,790,18,1,0.9068,1.058683,1.035,9,0,0,18136.9,0,2,0.701,0.3514,53,65,0
6,0,747,951,30,1,0.9041,0.888566,1.0572,10,0,0,18083.41,0,0,0.6065,0.6281,2,2,0
6,0,740,962,55,1,0,0.6003,0.7377,0,0,0,2878.54,0,0,2.7791,2.7814,46,,
2,0,707,965,67,1,0.7777,0.683725,0.925,0,0,0,36124.36,0,0,0.3983,0.4635,,,
10,0,802,968,26,1,,,,,,0,,,,,,30,30,0
6,0,808,967,38,1,,,,,0,0,,,,,,6,6,0
6,0,808,969,49,1,,,,,0,0,,,,,,0,0,0
6,0,0,0,258,1,0,0.820833,0,0,0,0,39456.99,0,0,0.2344,0.378,,,
8,0,0,0,282,1,0.6294,0.4029,0.6294,0,0,0,25176.32,1,2,0,0.6547,,,
10,0,716,916,294,1,0.6425,0.661118,0.6425,0,0,0,25700.16,0,3,0.6225,0.3568,57,43,0
9,0,720,951,92,1,0,0,0,0,0,0,,,,,,41,41,0
9,0,0,964,104,1,0,0,0,0,0,0,,,,,,,,0
3,0,766,932,116,1,0.0671,0.077266,0.3556,0,0,0,3355.18,0,0,14.865,12.9279,79,79,0
2,0,733,785,128,1,0.1635,0.34639,0.1635,0,0,0,16354.09,0,0,2.6089,2.6191,,,
2,0,673,960,28,1,,,,,0,0,,,,,,39,41,0
6,0,757,956,19,3,0.5822,0.437883,0.8103,0,0,0,29114.2,0,0,0.9278,1.1476,23,8,0
10,0,723,904,31,3,0.2426,0.429383,0.2426,0,0,0,12132.66,2,3,0.0007,0.7754,,,
4,0,659,957,12,1,0,0.411266,0.6977,2,0,0,12009.56,0,0,3.4198,2.6718,11,,0
10,0,668,960,24,1,0.0106,0.610028,0.1292,4,0,0,477.43,0,0,34.5503,1.7486,11,,0
3,0,747,968,48,1,0.6791,0.30585,0.6791,0,0,0,30559.99,0,0,2.3994,3.1935,29,21,0
7,0,730,969,37,1,0.0593,0.217266,0.0593,1,0,0,1483.93,0,0,6.9199,2.166,73,,
2,0,700,965,37,1,0.9237,0.7616,0.9237,0,0,0,16626.75,0,2,1.8343,0.9196,20,24,0
3,0,772,957,100,3,0,0.358028,0,0,0,0,2090.43,0,1,8.7581,0.9985,30,15,0
5,0,795,973,112,3,0,0,0,0,0,0,,,,,,9,4,0
